Press Association Reference,Constituency Name,Region,Election Year,Electorate,Votes,con,lab,ld,ukip,grn,dup,sf,sdlp,snp,pc,other,con_pc,lab_pc,ld_pc,ukip_pc,grn_pc,dup_pc,sf_pc,sdlp_pc,snp_pc,pc_pc,other_pc,geo,winner
176.0,Darlington,North East,2010.0,68168.0,42896,13503.0,16891.0,10046.0,1194.0,0.0,0.0,0.0,0.0,0.0,0.0,1262.0,0.3147845953002611,0.393766318537859,0.23419433047370383,0.027834763148079075,0.0,0.0,0.0,0.0,0.0,0.0,0.02941999254009698,England_not_london,lab
177.0,Dartford,South East,2010.0,76271.0,50080,24428.0,13800.0,7361.0,1842.0,0.0,0.0,0.0,0.0,0.0,0.0,2649.0,0.48777955271565493,0.2755591054313099,0.14698482428115017,0.03678115015974441,0.0,0.0,0.0,0.0,0.0,0.0,0.05289536741214058,England_not_london,con
178.0,Daventry,East Midlands,2010.0,71452.0,51774,29252.0,8168.0,10064.0,2333.0,770.0,0.0,0.0,0.0,0.0,0.0,1187.0,0.5649940124386758,0.15776258353613784,0.19438328118360568,0.045061227643218606,0.014872329740796539,0.0,0.0,0.0,0.0,0.0,0.022926565457565575,England_not_london,con
179.0,Delyn,Wales,2010.0,53470.0,36984,12811.0,15083.0,5747.0,655.0,0.0,0.0,0.0,0.0,0.0,1844.0,844.0,0.34639303482587064,0.4078250054077439,0.15539152065758166,0.0177103612372918,0.0,0.0,0.0,0.0,0.0,0.04985939865887951,0.02282067921263249,Wales,lab
180.0,Denton & Reddish,North West,2010.0,66330.0,37635,9360.0,19191.0,6727.0,2060.0,0.0,0.0,0.0,0.0,0.0,0.0,297.0,0.24870466321243523,0.5099242726185731,0.17874319117842433,0.054736282715557326,0.0,0.0,0.0,0.0,0.0,0.0,0.007891590275009965,England_not_london,lab
181.0,Derby North,East Midlands,2010.0,71474.0,45080,14283.0,14896.0,12638.0,829.0,0.0,0.0,0.0,0.0,0.0,0.0,2434.0,0.3168367346938776,0.33043478260869563,0.2803460514640639,0.018389529724933452,0.0,0.0,0.0,0.0,0.0,0.0,0.05399290150842946,England_not_london,lab
182.0,Derby South,East Midlands,2010.0,70999.0,41188,11729.0,17851.0,8430.0,1821.0,0.0,0.0,0.0,0.0,0.0,0.0,1357.0,0.2847674079829076,0.43340293289307563,0.2046712634747985,0.044211906380499176,0.0,0.0,0.0,0.0,0.0,0.0,0.03294648926871904,England_not_london,lab
183.0,Derbyshire Dales,East Midlands,2010.0,63376.0,46780,24378.0,9061.0,10512.0,1779.0,772.0,0.0,0.0,0.0,0.0,0.0,278.0,0.5211201368106029,0.19369388627618642,0.22471141513467294,0.038029072253099615,0.016502778965369815,0.0,0.0,0.0,0.0,0.0,0.005942710560068405,England_not_london,con
184.0,Derbyshire Mid,East Midlands,2010.0,66074.0,47342,22877.0,11585.0,9711.0,1252.0,0.0,0.0,0.0,0.0,0.0,0.0,1917.0,0.4832284229648093,0.24470871530564825,0.2051244138397195,0.02644586202526298,0.0,0.0,0.0,0.0,0.0,0.0,0.04049258586456001,England_not_london,con
185.0,Derbyshire North East,East Midlands,2010.0,71398.0,47034,15503.0,17948.0,10947.0,2636.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32961262065739677,0.38159629204405326,0.2327465237912999,0.056044563507250074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,England_not_london,lab
186.0,Derbyshire South,East Midlands,2010.0,70608.0,50419,22935.0,15807.0,8012.0,1206.0,0.0,0.0,0.0,0.0,0.0,0.0,2459.0,0.45488803823955254,0.3135127630456772,0.15890834804339635,0.023919554136337493,0.0,0.0,0.0,0.0,0.0,0.0,0.048771296535036396,England_not_london,con
187.0,Devizes,South West,2010.0,67379.0,46340,25519.0,4711.0,12514.0,2076.0,813.0,0.0,0.0,0.0,0.0,0.0,707.0,0.5506905481225723,0.10166163141993957,0.27004747518342687,0.04479930945187743,0.017544238239102287,0.0,0.0,0.0,0.0,0.0,0.015256797583081572,England_not_london,con
188.0,Devon Central,South West,2010.0,71203.0,53873,27737.0,3715.0,18507.0,2870.0,1044.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5148590202884562,0.06895847641675792,0.34353015425166594,0.0532734393852208,0.019378909657899134,0.0,0.0,0.0,0.0,0.0,0.0,England_not_london,con
189.0,Devon East,South West,2010.0,73109.0,53092,25662.0,5721.0,16548.0,4346.0,815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48334965719882467,0.10775634747231222,0.3116853763278837,0.08185790702930762,0.015350711971671815,0.0,0.0,0.0,0.0,0.0,0.0,England_not_london,con
190.0,Devon North,South West,2010.0,74508.0,51321,18484.0,2671.0,24305.0,3720.0,697.0,0.0,0.0,0.0,0.0,0.0,1444.0,0.3601644550963543,0.05204497184388457,0.4735878100582607,0.07248494768223535,0.013581185089924203,0.0,0.0,0.0,0.0,0.0,0.028136630229340816,England_not_london,ld
191.0,Devon South West,South West,2010.0,70813.0,49860,27908.0,6193.0,12034.0,3084.0,641.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5597272362615323,0.12420778178900922,0.24135579622944245,0.061853188929001206,0.012855996791014842,0.0,0.0,0.0,0.0,0.0,0.0,England_not_london,con
192.0,Devon West & Torridge,South West,2010.0,77360.0,55257,25230.0,2917.0,22273.0,3021.0,1050.0,0.0,0.0,0.0,0.0,0.0,766.0,0.4565937347304414,0.05278969180375337,0.4030801527408292,0.054671806286986264,0.019002117378793638,0.0,0.0,0.0,0.0,0.0,0.01386249705919612,England_not_london,con
193.0,Dewsbury,Yorkshire and the Humber,2010.0,78910.0,54008,18898.0,17372.0,9150.0,0.0,849.0,0.0,0.0,0.0,0.0,0.0,7739.0,0.34991112427788473,0.321656050955414,0.16941934528218042,0.0,0.01571989334913346,0.0,0.0,0.0,0.0,0.0,0.14329358613538734,England_not_london,con
194.0,Don Valley,Yorkshire and the Humber,2010.0,72597.0,43420,12877.0,16472.0,7422.0,1904.0,0.0,0.0,0.0,0.0,0.0,0.0,4745.0,0.296568401658222,0.3793643482266237,0.1709350529709811,0.04385076001842469,0.0,0.0,0.0,0.0,0.0,0.0,0.1092814371257485,England_not_london,lab
195.0,Doncaster Central,Yorkshire and the Humber,2010.0,72985.0,41745,10340.0,16569.0,8795.0,1421.0,0.0,0.0,0.0,0.0,0.0,0.0,4620.0,0.24769433465085638,0.3969098095580309,0.21068391424122648,0.034040004790992937,0.0,0.0,0.0,0.0,0.0,0.0,0.11067193675889328,England_not_london,lab
196.0,Doncaster North,Yorkshire and the Humber,2010.0,71681.0,41483,8728.0,19637.0,6174.0,1797.0,0.0,0.0,0.0,0.0,0.0,0.0,5147.0,0.21039944073475883,0.4733746353928115,0.1488320516838223,0.04331894993129716,0.0,0.0,0.0,0.0,0.0,0.0,0.12407492225731022,England_not_london,lab
197.0,Dorset Mid & Poole North,South West,2010.0,64660.0,46788,20831.0,2748.0,21100.0,2109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4452209968367958,0.058733008463708644,0.4509703342737454,0.045075660425750196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,England_not_london,ld
198.0,Dorset North,South West,2010.0,73741.0,54141,27640.0,2910.0,20015.0,2812.0,546.0,0.0,0.0,0.0,0.0,0.0,218.0,0.5105188304612032,0.05374854546462016,0.3696828651114682,0.051938456991928485,0.010084778633567906,0.0,0.0,0.0,0.0,0.0,0.004026523337212094,England_not_london,con
199.0,Dorset South,South West,2010.0,73360.0,50310,22667.0,15224.0,9557.0,2034.0,595.0,0.0,0.0,0.0,0.0,0.0,233.0,0.45054661101172727,0.3026038560922282,0.18996223414828067,0.04042933810375671,0.011826674617372291,0.0,0.0,0.0,0.0,0.0,0.004631286026634864,England_not_london,con
200.0,Dorset West,South West,2010.0,76869.0,57337,27287.0,3815.0,23364.0,2196.0,675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47590561068768855,0.0665364424368209,0.4074855677834557,0.03829987617071001,0.011772502921324798,0.0,0.0,0.0,0.0,0.0,0.0,England_not_london,con
201.0,Dover,South East,2010.0,71833.0,50385,22174.0,16900.0,7962.0,1747.0,0.0,0.0,0.0,0.0,0.0,0.0,1602.0,0.4400912970129999,0.33541728689093975,0.15802322119678475,0.03467301776322318,0.0,0.0,0.0,0.0,0.0,0.0,0.0317951771360524,England_not_london,con
202.0,Down North,Northern Ireland,2010.0,60698.0,33481,0.0,0.0,0.0,0.0,1043.0,0.0,250.0,680.0,0.0,0.0,31508.0,0.0,0.0,0.0,0.0,0.03115199665481915,0.0,0.007466921537588483,0.020310026582240674,0.0,0.0,0.9410710552253517,NI,Ind1
203.0,Down South,Northern Ireland,2010.0,70784.0,42589,0.0,0.0,0.0,0.0,901.0,3645.0,12236.0,20648.0,0.0,0.0,5159.0,0.0,0.0,0.0,0.0,0.0211556974805701,0.08558547981873253,0.28730423348752027,0.4848200239498462,0.0,0.0,0.12113456526333091,NI,sdlp
204.0,Dudley North,West Midlands,2010.0,60838.0,38602,14274.0,14923.0,4066.0,3267.0,0.0,0.0,0.0,0.0,0.0,0.0,2072.0,0.36977358686078443,0.38658618724418425,0.10533132998290244,0.08463292057406352,0.0,0.0,0.0,0.0,0.0,0.0,0.05367597533806538,England_not_london,lab
205.0,Dudley South,West Midlands,2010.0,60572.0,38165,16450.0,12594.0,5989.0,3132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43102318878553647,0.3299882090921001,0.1569238831390017,0.08206471898336172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,England_not_london,con
206.0,Dulwich & West Norwood,London,2010.0,72817.0,48214,10684.0,22461.0,13096.0,707.0,1266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22159538723192435,0.4658605384328203,0.27162235035466875,0.014663790600240595,0.026257933380345957,0.0,0.0,0.0,0.0,0.0,0.0,London,lab
207.0,Dumfries & Galloway,Scotland,2010.0,74584.0,52173,16501.0,23950.0,4608.0,695.0,0.0,0.0,0.0,0.0,6419.0,0.0,0.0,0.3162747014739425,0.4590497000364173,0.08832154562704847,0.013321066451996244,0.0,0.0,0.0,0.0,0.12303298641059551,0.0,0.0,Scotland,lab
208.0,"Dumfriesshire, Clydesdale & Tweeddale",Scotland,2010.0,66627.0,45892,17457.0,13263.0,9080.0,637.0,510.0,0.0,0.0,0.0,4945.0,0.0,0.0,0.3803930968360499,0.2890046195415323,0.19785583543972807,0.013880414887126297,0.011113048025799703,0.0,0.0,0.0,0.10775298526976379,0.0,0.0,Scotland,con
209.0,Dunbartonshire East,Scotland,2010.0,63795.0,47948,7431.0,16367.0,18551.0,545.0,0.0,0.0,0.0,0.0,5054.0,0.0,0.0,0.15498039542838074,0.34134896137482273,0.38689830649870693,0.011366480353716527,0.0,0.0,0.0,0.0,0.10540585634437306,0.0,0.0,Scotland,ld
210.0,Dunbartonshire West,Scotland,2010.0,66086.0,42266,3242.0,25905.0,3434.0,683.0,0.0,0.0,0.0,0.0,8497.0,0.0,505.0,0.07670467988454077,0.6129039890219089,0.08124733828609285,0.016159560876354517,0.0,0.0,0.0,0.0,0.20103629394785408,0.0,0.011948137983248947,Scotland,lab
211.0,Dundee East,Scotland,2010.0,65471.0,40568,6177.0,13529.0,4285.0,431.0,542.0,0.0,0.0,0.0,15350.0,0.0,254.0,0.15226286728455926,0.3334894498126602,0.1056251232498521,0.010624137251035299,0.013360283967659238,0.0,0.0,0.0,0.37837704594754484,0.0,0.006261092486689016,Scotland,snp
212.0,Dundee West,Scotland,2010.0,63013.0,37126,3461.0,17994.0,4233.0,0.0,0.0,0.0,0.0,0.0,10716.0,0.0,722.0,0.09322307816624469,0.48467381349997307,0.11401713085169424,0.0,0.0,0.0,0.0,0.0,0.28863868986693964,0.0,0.019447287615148412,Scotland,lab
213.0,Dunfermline & Fife West,Scotland,2010.0,73590.0,48947,3305.0,22639.0,17169.0,633.0,0.0,0.0,0.0,0.0,5201.0,0.0,0.0,0.06752201360655402,0.46252068563956933,0.35076715631192923,0.012932355404825627,0.0,0.0,0.0,0.0,0.10625778903712178,0.0,0.0,Scotland,lab
214.0,"Durham, City of",North East,2010.0,68832.0,46252,6146.0,20496.0,17429.0,856.0,0.0,0.0,0.0,0.0,0.0,0.0,1325.0,0.13288074029231167,0.44313759404998704,0.37682694802386923,0.018507307792095477,0.0,0.0,0.0,0.0,0.0,0.0,0.028647409841736575,England_not_london,lab
215.0,Durham North,North East,2010.0,67544.0,40967,8622.0,20698.0,8617.0,1344.0,0.0,0.0,0.0,0.0,0.0,0.0,1686.0,0.21046207923450583,0.5052359215954305,0.21034002978006688,0.03280689335318671,0.0,0.0,0.0,0.0,0.0,0.0,0.041155076036810116,England_not_london,lab
216.0,Durham North West,North East,2010.0,70350.0,43815,8766.0,18539.0,10927.0,1259.0,0.0,0.0,0.0,0.0,0.0,0.0,4324.0,0.2000684697021568,0.42311993609494464,0.2493894784891019,0.028734451671801893,0.0,0.0,0.0,0.0,0.0,0.0,0.09868766404199475,England_not_london,lab
217.0,Dwyfor Meirionnydd,Wales,2010.0,45354.0,28906,6447.0,4021.0,3538.0,776.0,0.0,0.0,0.0,0.0,0.0,12814.0,1310.0,0.2230332802878295,0.13910606794437141,0.12239673424202588,0.026845637583892617,0.0,0.0,0.0,0.0,0.0,0.44329896907216493,0.04531931086971563,Wales,pc
218.0,Ealing Central & Acton,London,2010.0,70251.0,47200,17944.0,14228.0,13041.0,765.0,737.0,0.0,0.0,0.0,0.0,0.0,485.0,0.38016949152542373,0.3014406779661017,0.27629237288135594,0.01620762711864407,0.015614406779661017,0.0,0.0,0.0,0.0,0.0,0.010275423728813559,London,con
219.0,Ealing North,London,2010.0,73104.0,47678,14722.0,24023.0,6283.0,685.0,505.0,0.0,0.0,0.0,0.0,0.0,1460.0,0.3087797306934016,0.5038592222828139,0.13177985653760643,0.0143672133898234,0.010591887243592432,0.0,0.0,0.0,0.0,0.0,0.03062208985276228,London,lab
220.0,Ealing Southall,London,2010.0,66970.0,42756,12733.0,22024.0,6383.0,0.0,705.0,0.0,0.0,0.0,0.0,0.0,911.0,0.2978061558611657,0.5151089905510338,0.14928898867995136,0.0,0.016488913836654503,0.0,0.0,0.0,0.0,0.0,0.021306951071194687,London,lab
221.0,Easington,North East,2010.0,63879.0,34914,4790.0,20579.0,5597.0,1631.0,0.0,0.0,0.0,0.0,0.0,0.0,2317.0,0.13719424872543964,0.5894197170189609,0.1603081858280346,0.0467147849000401,0.0,0.0,0.0,0.0,0.0,0.0,0.06636306352752477,England_not_london,lab
222.0,East Ham,London,2010.0,90674.0,50373,7645.0,35471.0,5849.0,0.0,586.0,0.0,0.0,0.0,0.0,0.0,822.0,0.15176781212157306,0.7041669148154766,0.1161137911182578,0.0,0.01163321620709507,0.0,0.0,0.0,0.0,0.0,0.016318265737597523,London,lab
223.0,"East Kilbride, Strathaven & Lesmahagow",Scotland,2010.0,76534.0,50946,6613.0,26241.0,5052.0,0.0,1003.0,0.0,0.0,0.0,11738.0,0.0,299.0,0.12980410630864053,0.515074785066541,0.0991638205158403,0.0,0.019687512267891494,0.0,0.0,0.0,0.23040081655085778,0.0,0.0058689592902288696,Scotland,lab
224.0,East Lothian,Scotland,2010.0,73348.0,49161,9661.0,21919.0,8288.0,548.0,862.0,0.0,0.0,0.0,7883.0,0.0,0.0,0.19651756473627469,0.44586155692520496,0.1685889221130571,0.011147047456317,0.01753422428347674,0.0,0.0,0.0,0.16035068448566953,0.0,0.0,Scotland,lab
225.0,Eastbourne,South East,2010.0,77840.0,52124,21223.0,2497.0,24658.0,1305.0,0.0,0.0,0.0,0.0,0.0,0.0,2441.0,0.40716368659350777,0.04790499577929552,0.47306423144808535,0.02503645153863863,0.0,0.0,0.0,0.0,0.0,0.0,0.04683063464047272,England_not_london,ld
226.0,Eastleigh,South East,2010.0,77436.0,53650,21102.0,5153.0,24966.0,1933.0,0.0,0.0,0.0,0.0,0.0,0.0,496.0,0.39332712022367194,0.0960484622553588,0.46534948741845295,0.036029822926374654,0.0,0.0,0.0,0.0,0.0,0.0,0.00924510717614166,England_not_london,ld
227.0,Eddisbury,North West,2010.0,72100.0,45414,23472.0,9794.0,10217.0,1931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5168450257629805,0.2156603690491919,0.22497467741225172,0.04251992777557581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,England_not_london,con
228.0,Edinburgh East,Scotland,2010.0,60945.0,39865,4358.0,17314.0,7751.0,0.0,2035.0,0.0,0.0,0.0,8133.0,0.0,274.0,0.1093189514611815,0.43431581587859025,0.19443120531794808,0.0,0.05104728458547598,0.0,0.0,0.0,0.20401354571679417,0.0,0.006873197040010034,Scotland,lab
229.0,Edinburgh North & Leith,Scotland,2010.0,69207.0,47356,7079.0,17740.0,16016.0,0.0,1062.0,0.0,0.0,0.0,4568.0,0.0,891.0,0.14948475377988005,0.37460934200523693,0.3382042402229918,0.0,0.022425880564236843,0.0,0.0,0.0,0.09646084973393024,0.0,0.018814933693724133,Scotland,lab
230.0,Edinburgh South,Scotland,2010.0,59362.0,43801,9452.0,15215.0,14899.0,0.0,881.0,0.0,0.0,0.0,3354.0,0.0,0.0,0.21579415995068607,0.3473664984817698,0.34015205132302917,0.0,0.020113696034337117,0.0,0.0,0.0,0.07657359421017786,0.0,0.0,Scotland,lab
231.0,Edinburgh South West,Scotland,2010.0,66361.0,45462,11026.0,19473.0,8194.0,0.0,872.0,0.0,0.0,0.0,5530.0,0.0,367.0,0.2425322247151467,0.42833575293651843,0.1802384408956931,0.0,0.019180854339888257,0.0,0.0,0.0,0.12164005103163081,0.0,0.008072676081122696,Scotland,lab
232.0,Edinburgh West,Scotland,2010.0,65159.0,46447,10767.0,12881.0,16684.0,0.0,0.0,0.0,0.0,0.0,6115.0,0.0,0.0,0.23181260361271988,0.2773268456520335,0.3592051155079984,0.0,0.0,0.0,0.0,0.0,0.13165543522724826,0.0,0.0,Scotland,ld
233.0,Edmonton,London,2010.0,63904.0,40377,12052.0,21665.0,4252.0,1036.0,516.0,0.0,0.0,0.0,0.0,0.0,856.0,0.2984867622656463,0.5365678480322956,0.10530747702900166,0.02565817173143126,0.012779552715654952,0.0,0.0,0.0,0.0,0.0,0.02120018822597023,London,lab
234.0,Ellesmere Port & Neston,North West,2010.0,66509.0,44233,15419.0,19750.0,6663.0,1619.0,0.0,0.0,0.0,0.0,0.0,0.0,782.0,0.34858589740691337,0.4464992200393371,0.15063414193023308,0.03660163226550313,0.0,0.0,0.0,0.0,0.0,0.0,0.017679108358013246,England_not_london,lab
235.0,Elmet & Rothwell,Yorkshire and the Humber,2010.0,77724.0,55789,23778.0,19257.0,9109.0,1593.0,0.0,0.0,0.0,0.0,0.0,0.0,2052.0,0.4262130527523347,0.3451755722454247,0.16327591460682214,0.02855401602466436,0.0,0.0,0.0,0.0,0.0,0.0,0.03678144437075409,England_not_london,con
236.0,Eltham,London,2010.0,62590.0,41964,15753.0,17416.0,5299.0,1011.0,419.0,0.0,0.0,0.0,0.0,0.0,2066.0,0.37539319416642836,0.4150224001525117,0.12627490229720714,0.02409207892479268,0.009984748832332475,0.0,0.0,0.0,0.0,0.0,0.04923267562672767,London,lab
237.0,Enfield North,London,2010.0,66261.0,44453,18804.0,17112.0,5403.0,938.0,489.0,0.0,0.0,0.0,0.0,0.0,1707.0,0.42300857085011134,0.38494589791465145,0.12154410276021865,0.021100938069421635,0.011000382426382922,0.0,0.0,0.0,0.0,0.0,0.038400107979214004,London,con
238.0,Enfield Southgate,London,2010.0,64139.0,44352,21928.0,14302.0,6124.0,505.0,632.0,0.0,0.0,0.0,0.0,0.0,861.0,0.4944083694083694,0.3224657287157287,0.13807720057720058,0.011386183261183262,0.01424963924963925,0.0,0.0,0.0,0.0,0.0,0.019412878787878788,London,con
239.0,Epping Forest,Eastern,2010.0,72186.0,46584,25148.0,6641.0,10017.0,1852.0,659.0,0.0,0.0,0.0,0.0,0.0,2267.0,0.5398420058389146,0.14255967714236648,0.21503091190108192,0.03975613944702044,0.014146488064571527,0.0,0.0,0.0,0.0,0.0,0.04866477760604499,England_not_london,con
240.0,Epsom & Ewell,South East,2010.0,79908.0,54955,30868.0,6538.0,14734.0,2549.0,0.0,0.0,0.0,0.0,0.0,0.0,266.0,0.5616959330361204,0.11897006641797835,0.2681102720407606,0.04638340460376672,0.0,0.0,0.0,0.0,0.0,0.0,0.004840323901373851,England_not_london,con
241.0,Erewash,East Midlands,2010.0,69655.0,47642,18805.0,16304.0,8343.0,855.0,534.0,0.0,0.0,0.0,0.0,0.0,2801.0,0.394714747491709,0.3422190504176987,0.17511859283825196,0.017946349859367786,0.011208597456026195,0.0,0.0,0.0,0.0,0.0,0.05879266193694639,England_not_london,con
242.0,Erith & Thamesmead,London,2010.0,69900.0,42476,13365.0,19068.0,5116.0,1139.0,322.0,0.0,0.0,0.0,0.0,0.0,3466.0,0.3146482719653451,0.44891232696110744,0.12044448629814483,0.026815142668801206,0.007580751483190508,0.0,0.0,0.0,0.0,0.0,0.08159902062341087,London,lab
243.0,Esher & Walton,South East,2010.0,75338.0,54543,32134.0,5829.0,13541.0,1783.0,0.0,0.0,0.0,0.0,0.0,0.0,1256.0,0.5891498450763618,0.10686980914141136,0.24826283849439892,0.03268980437453019,0.0,0.0,0.0,0.0,0.0,0.0,0.023027702913297764,England_not_london,con
244.0,Exeter,South West,2010.0,77158.0,52247,17221.0,19942.0,10581.0,1930.0,792.0,0.0,0.0,0.0,0.0,0.0,1781.0,0.32960744157559285,0.38168698681263996,0.2025188049074588,0.03693991999540643,0.015158765096560568,0.0,0.0,0.0,0.0,0.0,0.03408808161234138,England_not_london,lab
245.0,Falkirk,Scotland,2010.0,81869.0,50777,5698.0,23207.0,5225.0,1283.0,0.0,0.0,0.0,0.0,15364.0,0.0,0.0,0.11221616086023199,0.4570376351497725,0.10290091970774169,0.02526734545168088,0.0,0.0,0.0,0.0,0.3025779388305729,0.0,0.0,Scotland,lab
246.0,Fareham,South East,2010.0,75915.0,54345,30037.0,7719.0,12945.0,2235.0,791.0,0.0,0.0,0.0,0.0,0.0,618.0,0.5527095408961266,0.14203698592326802,0.23820038642009383,0.04112613855920508,0.014555156868157145,0.0,0.0,0.0,0.0,0.0,0.011371791333149323,England_not_london,con
247.0,Faversham & Kent Mid,South East,2010.0,68858.0,46712,26250.0,7748.0,9162.0,1722.0,890.0,0.0,0.0,0.0,0.0,0.0,940.0,0.5619541017297482,0.1658674430553177,0.19613803733516014,0.036864189073471484,0.019052920020551464,0.0,0.0,0.0,0.0,0.0,0.020123308785750985,England_not_london,con
248.0,Feltham & Heston,London,2010.0,81058.0,48536,16516.0,21174.0,6679.0,992.0,530.0,0.0,0.0,0.0,0.0,0.0,2645.0,0.3402835009065436,0.43625350255480466,0.1376091972968518,0.02043843744849184,0.010919729685182133,0.0,0.0,0.0,0.0,0.0,0.05449563210812593,London,lab
249.0,Fermanagh & South Tyrone,Northern Ireland,2010.0,67908.0,46803,0.0,0.0,0.0,0.0,0.0,0.0,21304.0,3574.0,0.0,0.0,21925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4551844967202957,0.07636262632737217,0.0,0.0,0.4684528769523321,NI,sf
250.0,Fife North East,Scotland,2010.0,62771.0,40064,8715.0,6869.0,17763.0,1032.0,0.0,0.0,0.0,0.0,5685.0,0.0,0.0,0.21752695686900958,0.17145067891373802,0.44336561501597443,0.025758785942492014,0.0,0.0,0.0,0.0,0.14189796325878595,0.0,0.0,Scotland,ld
251.0,Filton & Bradley Stoke,South West,2010.0,69003.0,48301,19686.0,12772.0,12197.0,1506.0,441.0,0.0,0.0,0.0,0.0,0.0,1699.0,0.40756920146580816,0.2644251671808037,0.25252065174634064,0.031179478685741495,0.009130245750605578,0.0,0.0,0.0,0.0,0.0,0.0351752551707004,England_not_london,con
252.0,Finchley & Golders Green,London,2010.0,70722.0,47157,21688.0,15879.0,8036.0,817.0,737.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4599105116949764,0.3367262548508175,0.17040948321564137,0.017325105498653435,0.01562864473991136,0.0,0.0,0.0,0.0,0.0,0.0,London,con
253.0,Folkestone & Hythe,South East,2010.0,78005.0,52800,26109.0,5719.0,15987.0,2439.0,637.0,0.0,0.0,0.0,0.0,0.0,1909.0,0.4944886363636364,0.10831439393939393,0.3027840909090909,0.04619318181818182,0.012064393939393939,0.0,0.0,0.0,0.0,0.0,0.03615530303030303,England_not_london,con
254.0,Forest of Dean,South West,2010.0,68419.0,48763,22853.0,11789.0,10676.0,2522.0,923.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46865451264278246,0.24176117137993972,0.21893648873121013,0.051719541455611834,0.018928285790455877,0.0,0.0,0.0,0.0,0.0,0.0,England_not_london,con
255.0,Foyle,Northern Ireland,2010.0,65843.0,37889,0.0,0.0,0.0,0.0,0.0,4489.0,12098.0,16922.0,0.0,0.0,4380.0,0.0,0.0,0.0,0.0,0.0,0.11847765842328908,0.31930111641901343,0.446620391142548,0.0,0.0,0.11560083401514952,NI,sdlp
256.0,Fylde,North West,2010.0,65926.0,43690,22826.0,8624.0,9641.0,1945.0,654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5224536507209888,0.1973907072556649,0.2206683451590753,0.04451819638361181,0.01496910048065919,0.0,0.0,0.0,0.0,0.0,0.0,England_not_london,con
257.0,Gainsborough,East Midlands,2010.0,72939.0,49251,24266.0,7701.0,13707.0,2065.0,0.0,0.0,0.0,0.0,0.0,0.0,1512.0,0.4927006558242472,0.15636230736431747,0.2783090698666017,0.04192808267852429,0.0,0.0,0.0,0.0,0.0,0.0,0.030699884266309315,England_not_london,con
258.0,Garston & Halewood,North West,2010.0,71312.0,42825,6908.0,25493.0,8616.0,1540.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0,0.16130764740221834,0.5952831290134267,0.2011908931698774,0.03596030356100409,0.0,0.0,0.0,0.0,0.0,0.0,0.0062580268534734385,England_not_london,lab
259.0,Gateshead,North East,2010.0,66492.0,38257,5716.0,20712.0,8163.0,1103.0,379.0,0.0,0.0,0.0,0.0,0.0,2184.0,0.14941056538672662,0.5413911179653397,0.21337271610424235,0.02883132498627702,0.009906683744151398,0.0,0.0,0.0,0.0,0.0,0.05708759181326293,England_not_london,lab
260.0,Gedling,East Midlands,2010.0,70866.0,48190,17962.0,19821.0,7350.0,1459.0,0.0,0.0,0.0,0.0,0.0,0.0,1598.0,0.37273293214359826,0.4113094002905167,0.15252126997302345,0.030275990869474995,0.0,0.0,0.0,0.0,0.0,0.0,0.0331604067233866,England_not_london,lab
261.0,Gillingham & Rainham,South East,2010.0,70814.0,46786,21624.0,12944.0,8484.0,1515.0,356.0,0.0,0.0,0.0,0.0,0.0,1863.0,0.46218954388064803,0.27666395930406534,0.18133629718291797,0.03238148163980678,0.007609113837472748,0.0,0.0,0.0,0.0,0.0,0.03981960415508913,England_not_london,con
262.0,Glasgow Central,Scotland,2010.0,60105.0,30580,2158.0,15908.0,5010.0,246.0,800.0,0.0,0.0,0.0,5357.0,0.0,1101.0,0.07056899934597777,0.520209287115762,0.16383257030739046,0.008044473512099411,0.026160889470241987,0.0,0.0,0.0,0.17517985611510792,0.0,0.03600392413342054,Scotland,lab
263.0,Glasgow East,Scotland,2010.0,61865.0,32164,1453.0,19797.0,1617.0,209.0,0.0,0.0,0.0,0.0,7957.0,0.0,1131.0,0.04517472951125482,0.6155018032583012,0.05027359781121751,0.006497948016415869,0.0,0.0,0.0,0.0,0.2473883845292874,0.0,0.03516353687352319,Scotland,lab
